"bathrooms","bedrooms","created","description","display_address","latitude","longitude","price","street_address","interest_level","elevator","cats_allowed","hardwood_floors","dogs_allowed","doorman","dishwasher","no_fee","laundry_in_building","fitness_center","pre-war","laundry_in_unit","roof_deck","outdoor_space","dining_room","high_speed_internet","balcony","swimming_pool","new_construction","terrace","exclusive","loft","garden_patio","wheelchair_access","common_outdoor_space"
1.0,1,"2016-04-29 12:31:20","deal of the week","Riverside Drive ",40.841,-73.952,1700,"614 w 152st ","medium",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-20 01:28:51","Beautiful Hamilton Heights location, near the A,B,C,D 145th Street Station.This new Studio, features:a well equipped windowed Kitchen with large appliances, many cabinets and a DISHWASHER;the large living area with four windows easily arranges all your necessary furniture.A great value and rarely available in the neighborhood.To arrange a viewing please call, text or email me the times you can meet. ","Edgecombe Avenue",40.8276,-73.9413,1295,"363 Edgecombe Avenue","medium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-26 02:54:17","THIS UNIT IS SO BELOW MARKET VALUE THAT IT'S PRACTICALLY STEALING! =OThis 2 bedroom unit has hardwood flooring throughout and an abundance of natural light! The super spacious living room features exposed bricks! Large bedrooms can accommodate queen-sized beds! FULL BATH!<br /><br />The apartment is located in a fabulous building less than one block from St. Marks and Tompkins Square Park.<br /><br />The East Village is known for its great shops, restaurants, and nightlife. Within a five block radius, you have Veselka, Cafe Mogador, Webster Hall. <br /><br />Call/Text/E-mail for showings! Not your apartment? That's fine. I have access to EVERYTHING on the market!<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ","1st Ave.",40.7286,-73.9849,3195,"153 1st Ave.","medium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-25 01:39:08","This large 1 bedroom duplex is located in DUMBO/Downtown Brooklyn on Concord Street and Duffield Street. This newly renovated corner apartment offers gorgeous hardwood floors and floor to ceiling windows that offer an abundance of natural light. The kitchen has stainless steel appliances, including a dishwasher, ample counter space and a double door refrigerator. The bathroom is tiled and has a deep soaking tub for ultimate relaxation. The second floor consists of the bedroom that can fit a king size bed! Amenities include in-unit Bosch washer/dryer, pets allowed, fitness room, virtual doorman, and roof access. It is located right off the F train at York Street, making traveling to Manhattan and throughout Brooklyn a breeze!","177 Concord Street",40.6978,-73.9838,3175,"177 CONCORD STREET","low",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-19 02:22:43","A wonderful one bedroom apartment that includes hardwood floors, large windows, bright light, an open kitchen, stainless steel appliances, granite counter, and a tiled bathroom.<br /><br />The building is equipped with a 24 hour doorman, concierge, laundry room, bike room, and storage.<br /><br />GREAT LOCATION!!! Chelsea Area is located near all major transportation. close to Penn Station, and Amtrak. This exciting Manhattan neighborhood has everything, restaurants, eater's, cafes, sport bars, deli's, hotels, markets, boutiques, retail, art galleries, museums, and theaters.<br /><br /><br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted "," West 23rd Street",40.7441,-73.9964,3375,"208  West 23rd Street","low",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-05 05:23:25","All apartments are newly renovated featuring: bleached-plank hardwood floors, recessed lighting, granite countertops, stainless steel appliances, cherry wood cabinets, crown and baseboard moldings, with marble bathrooms.Washer & dryer in unit!This building also features a common patio space!NOW OFFERING: No Fee OR 1 Month Free on a 12 Month Lease (Net effective price advertised. Gross Price: $2600)<br /><br />For a viewing, please contact:Mike LeeLicensed Real Estate AgentM: 603-814-6240Email: kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","E 1st St",40.7239,-73.9901,2446,"39 E 1st St","medium",0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-09 01:13:47","Two bedroom, one bath for rent in Crown Heights, Brooklyn.Pre-war building. Low-rise; 6 Floors; 42 Apartments. == == Voice Intercom == == Elevator == == Pets allowed == == Dishwasher == == Microwave == == ","Pacific Street",40.6775,-73.9507,2300,"1236 Pacific Street","low",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-24 01:34:22","65TH AND MADISON! ONE OF THE MOST SOUGHT AFTER AREAS IN NYC! STUDIO WITH HIGH CEILINGS AND HARDWOOD FLOORS.BRIGHT APT.INCREDIBLE LOCATION! The photos are not of the actual unit, but a similar apartment in the building.RENTAL BUILDING with QUICK and SIMPLE application process - approval within 24 hours.For listing locations, additional info, or to view an apartment, please contact Oren today via phone, text or email 24/7. I have access to EVERY listing on the Citi Habitats website in addition to MANY more not listed. ","East 65th Street",40.7673,-73.968,2300,"35 East 65th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-07 01:23:04","This stunning and sprawling corner apartment faces SW with gorgeous skyline views including the Empire State Building. Facing south gives you the most natural sunlight all throughout the day. The apartment also faces south which offers great sunsets. The living room and bedroom are at either end of the apartment with the bathroom separating them. This type of layout offers tenants the most ideal living opportunity, far better then side-by-side bedroom/living room. It's on the sixth floor of an elevator/laundry building in a fantastic Upper West Side Locale.Don't miss this one. Call or email to view today. ","West 86th Street",40.7866,-73.9731,3800,"120 West 86th Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-05 06:19:15","WONDERFUL Two Bedroom on Roosevelt Island. Very Affordable considering the abundance of space in this unit. Fully renovated and equipped with Hardwood Floors. Open Kitchen and there is light through out this apartment!<br /><br />Heat, electricity, water, and gas are all included in the rent price. Highly rated building.<br /><br /><br /><br /><p><a  website_redacted ","Main St.",40.7622,-73.9495,3150,"560 Main St.","low",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,2,"2016-04-22 04:05:19","Murray Hill apartment available for rent. There is a doorman, elevator and laundry facilities inthe building.Feel free to e-mail me or give me a call when you can come in to the office and take a look at the apartment.2 BR - $ 4,350<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 33 Street",40.7448,-73.9784,4250,"200 E 33 Street","low",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-19 02:44:25","This gorgeous apartment is priced perfectly and will not last. Beautifully Renovated with updated fixtures and appliances. Fantastic Sun Exposure, and comfortable living space. Great Closet Space. Conveniently located near restaurants, shops, bars, lounges, and the best this area has to offer. All transportation, including express trains, within minutes from your front door. For more information on this apartment and others Call/Text/E-Mail Doyin 746-685-8384 kagglemanager@renthop.com**I HAVE ACCESS TO EVERY AVAILABLE LISTING INCLUDING EXCLUSIVE LISTINGS AT BOND NEW YORK PROPERTIES. IF THIS APARTMENT IS NOT WHAT YOU ARE LOOKING FOR, I HAVE THE MEANS TO FIND YOU THE RIGHT PLACE SO FEEL FREE TO E-MAIL, TEXT, OR CALL AT ANY TIME**<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 103 Street",40.7993,-73.9689,3200,"235 W 103 Street","low",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-06-29 06:12:00","What a fantastic apartment; a tremendous 2 Bedroom RR with plenty of large Windows and gorgeous hardwood flooring throughout. There is an Eat-In Kitchen with nice cabinet space. The spacious Living Room is perfect for entertaining. This apartment is an excellent blend of style and utility, with a clawfoot bathtub, nice renovations and pristine original details. SORRY NO PETS<br /><br />Set in a charming building right by Glen Ridge Park and close to the M train, this apartment is a great value!<br /><br />Please Text or Email Mark!<br /><br /><p><a  website_redacted ","68th Avenue",40.7059,-73.8928,1650,"64-46 68th Avenue","high",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-03 11:51:56","This spacious studio offers stainless steel kitchen appliances, a safe in the apartment, full pressurized walls allowing for the conversion, and great closet space. 

The building offers a 24 hour doorman, duplex gym. Landscaped roof deck, laundry room, and housekeeping/dry-cleaning services. 


","Maiden Lane ",40.7074,-74.0076,3100,"Maiden Lane ","low",1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1,"2016-06-20 17:54:46","This is a Brand New Gut Renovated 1 Bedroom w/ Washer & Dryer featuring:Queen Size BedroomEbony Hardwood FloorsRecessed LightingCarrara Marble Counter-topsBrand New Stainless Steel AppliancesEspresso cabinetsCrown and Baseboard MoldingsA Luxury Bathroom w/ intricate mosaic tile-work<br /><br />CONTACT LUIS FOR VIEW 824-789-3400<br /><br /><br /><br /><p><a  website_redacted ","East 74th Street",40.7696,-73.9567,2900,"322 East 74th Street","low",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-27 03:07:12","Beautiful studio w/ full kitchen, fireplace, hardwood floors, exposed brick, and large living area that can accommodate a bed plus extra furniture. *** Prime Greenwich Village location!<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Sullivan Street",40.7297,-73.9999,2250,"224 Sullivan Street","medium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-17 03:46:19","HUGE STUNNING NO FEE STUDIO IN THE HEART OF THE EAST VILLAGE Lap of Luxury in Prime East Village! True luxury living at its finest! Large studio with high end finishes, great light, and all the amenities of 5 star living in a prime East Village area. The apartment features a gorgeous stainless steel kitchen with a dishwasher and plenty of cabinets, as it also boasts gorgeous bathroom tile work and ample closet space. EMAIL, CALL, TEXT ANYTIME <br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Second Avenue",40.73,-73.9864,2775,"166 Second Avenue","medium",1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,0,"2016-04-07 06:00:28","Ultra Luxury Studio Apartment features:- Spacious living Room- Granite kitchen Counter-tops- Floor-to-Ceiling Windows- Stainless Steel Appliances- Marble Bathroom- Hardwood Floors- Ample Closets<br /><br />Pristine Glass Tower Building Features:- 24 Hour Doorman- Concierge- State-of-the-Art Fitness Center- Tenants Lounge- Roof Deck- Laundry Facilities- Bicycle Storage<br /><br />*$2,518 is the net effective rent after 1 month FREE RENT and NO BROKER FEE!<br /><br /><p><a  website_redacted ","West 37th Street",40.7562,-73.9968,2500,"455 West 37th Street","high",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.0,2,"2016-04-30 13:11:54","2 QUEEN SIZE BEDROOMS with a LARGE LIVING ROOM + REAL PHOTOS + GREAT LAYOUT 

- Big Living Room & eat-in kitchen
> Living room comfortably fits a couch, coffee table, TV, dining table & some other pieces of furniture, this room is spacious and a great layout which allows you to furnish it however you’d like to
> Kitchen with a large fridge/freezer, stainless steel appliances, rustic wooden cabinets

- 2 Queen sized bedrooms 
> Enough space in the rooms for a queen sized bed, a dresser & small desk

- Windows in every room, good natural sunlight throughout apartment, complimented by the exposed brick and oak floor 

-Excellent layout
> perfect for nurses, steps from the hospital 
> picturesque location beside the river-walk
> Within a few minutes walk of an abundance of trendy cafes, restaurants, shops, parks, museums, theaters & more
> Less than a 3 minute walk to closest subway

-Building Amenities: Laundry room, elevator, 24/7 doorman

Schedule an appointment
This Will GO Fast!





P"," 330 east 30th street ",40.7128,-74.0059,2700," 340 east 30th street ","medium",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-21 02:33:05","Apartment Features:*Outdoor space*Large bedroom*Stainless steel appliances*Granite counter top*Tile bath with tub*Gushing light*Closet space*Great functional layoutSituated on a quiet tree lined street surrounded by the BEST restaurants in NYC. Close to cafes, parks, bakeries, trains, grocery stores, and much much more...Call, text, or email Moises Gonzalez (kagglemanager@renthop.com, 817-759-4571) to schedule your private showing!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Perry St.",40.7354,-74.0056,2689,"99 Perry St.","low",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.5,4,"2016-06-29 06:08:50","******AVAILABLE NOW****MUST SEE***STEAL-DEAL***WILL NOT LAST LONG*****This luxurious ***OVER-SIZED FLEX 4 BEDROOMS 2.5 BATHROOMS**** Features hard-wood floors, 9"" ceilings, with an abundance of natural sunlight from every angle and panoramic city views, super-sized kitchen is equipped with stainless steel appliances, granite counter-tops and plenty of cabinet space, each bedroom can fit full-to-king sized beds with windows and A/C  in each room with plenty of closet space, one of the bedrooms is en-suite with its own bathroom and tonz of closet space, living room after flexed can easily fit an L couch,breakfast table,dinning table, and lots more living-space.-Floor-plan attached***REDUCED BROKERS FEE******WILL NOT LAST LONG***HURRY BEFORE IT'S GONE****<br /><br />******LOCATION BENEFITS******Located in the heart of midtown in the most prestigious areas of Manhattan,just steps away from the statewide public transportation hub Grand Central Terminal and near to a vast amount of supermarkets,bars,pubs,fine dinning restaurants,lounges, banks,post offices,pharmacies.You couldn't get a better location than this EXCLUSIVE apartment accessible to anything and everything NYC has to offer.******BUILDING AMENITIES******This luxury building has a lot to offer its tenants for its luxury living lifestyle.?Executive Resident Lounge & Lobby?24-Hour doorman & Concierge?laundry in building?Package Service?On-Site Management<br /><br />*****PUBLIC TRANSPORTATION*****---Grand Central Terminal,---Cross-Town Buses.<br /><br />FOR FURTHER INFO AND TO SCHEDULE A VIEWING AT THIS EXCLUSIVE LISTINGCONTACT: NASH BENAIM  CALL/TEXT: 304-782-4563  EMAIL: kagglemanager@renthop.com<p><a  website_redacted ","East 43rd Street",40.7506,-73.9713,6900,"303 East 43rd Street","low",1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-02 18:13:28","LOOK NO FURTHER!!

Super Sweet incredibly affordable True 2br with Terrace
Separate Private Bedrooms
Hard wood floors
Hi ceilings
Great light and space
MASSIVE shared rear terrace (bring your BBQ)!
Amazing location in the heart of the North side of Williamsburg 
Just two blocks to Bedford ave L!

CALL MIKE 208-421-1596 FOR VIEWING TIMES!

Listing Id: 2620456","williamsburg",40.7152,-73.9564,2400,"214 North 5th Street , ","low",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,"2016-04-07 01:36:42","FANTASTIC DUPLEX & TRUE 2 BED in the Lovely and always Popular Gramercy Park area. If you enjoy doorman service, post war character, and the options of laundry room on every floor then THIS IS THE ONE. Currently under renovations, be the first to enjoy the polished hardwood floors, large windows allowing of sunny days , spacious and open layout. A Beauty nestled a hop, skip, and jump away from neighborhood eateries, and efficient commuting. TEXT or EMAIL for Immediate showing. (PICTURES COMING SOON) ","East 22nd Street",40.736999999999995,-73.9803,4300,"321 East 22nd Street","low",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,3,"2016-04-03 02:56:26","Amazing state of the art loft three bedroom, threebathroom 2,500 sqft full floor smart home is now available in achic boutique landmarked building on Fifth Avenue in the heart ofthe Flatiron District. Equipped with video intercom, centralheating and A/C, and wireless sound with Bose speakers, Lutronlighting, and security system, this high tech home combines stateof the art with classic architectural beauty. Solid oak floors,custom LED strip lighting, spotlights, and clerestory glass createwarmth and light throughout the home. The living room features 17foot ceilings and a stunning architectural views overlooking FifthAvenue. An open chef's kitchen with white Caesar stone countertops,custom white oak cabinetry, and Viking range and oven, Bosch andSubzero appliances also features little luxuries such as a built-inmicrowave, garbage disposal, and breathtaking design. The hallwayfeatures a laundry closet, and three private bed and bathroomsuites. The master suite with walk-in closet and Eastern exposurefeatures an en-suite European and classic white modern style bathwith double sinks, soaking tub, and separate stall shower. Twoadditional bedrooms boast excellent closet space, and en-suitebaths with black vanities, Lacava sinks, subway tiles, and gorgeouslarge floor tiling. All bathrooms feature radiant heated floors.This incredible apartment is truly the epitome of luxury loftliving. Pet-friendly, located next to Union Square, Whole Foods,and all major train lines.","Fifth Ave",40.7382,-73.9918,13995,"103 Fifth Ave","low",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-02 02:55:25","This mid rise building has an elevator, live in superand on site laundry. The 2 bedroom apartment is on the 11th floorand has hardwood floors, modern kitchen and bathroom, dishwasher,terrace and good closet space. Located in the low 30's, it has easyaccess to trains and nightlife. no dogs please","W 30th St",40.7506,-73.9979,3199,"370 W 30th St","low",1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,1,"2016-04-13 03:13:25","Great 1 Bedroom located in the classic UES neighborhood. Great dining, shopping, and transportation options. A beautiful pre-war building with elevator/laundry on a tree-lined block, this apartment features a renovated separate kitchen with white wood cabinets, a subway-tiled bathroom, LOTS of windows and light, Beautiful hardwood floor. A great deal on the Upper East! Contact Nathan 978-329-9727 to schedule a private showing!!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","E 88th St.",40.7768,-73.9457,2250,"506 E 88th St.","low",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-11 03:01:28","This 500-sq.ft. studio has hardwood floors, large bathroom with its own closet, and kitchen loaded with new appliances  Sunlight pouring in through a huge window reflects from the mint-condition hardwood floor.  Steal this Midtown gem now<br /><br />The new construction doorman building with a healthclub resides on a quiet block within an easy stroll of subways and restaurants of Murray Hill and Midtown, as well as the serene bank of the East River.<br /><br />Call, text or e-mail Aaron White 857-272-0510<br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 36 Street",40.7461,-73.9757,2700,"236 E 36 Street","low",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1,"2016-04-05 02:46:33","Stunning One Bedroom Apartment Featuring: -Modern Kitchen With Stainless Steel Appliances! -Renovated Modern Bathroom-Hard Wood Floors!-High Ceilings!-Large Windows!-Tons of Light! -Laundry-Elevator-Close to the TrainFor Immediate Access & Other Inquiries Contact Bryan<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 10 Street",40.7327,-73.9933,4175,"25 E 10 Street","low",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-06-09 01:25:53","GUT RENOVATED** SUNNY** 1 BR** PRIME LOWER EAST SIDEThis modern one bedroom features high ceilings, hardwood floors throughout, sun drenched living room, queen sized bedroom, separate window granite kitchen, stainless steel appliances including dishwasher, ample closet space, and tiled bath.Excellent Lower East Side location with tons of shops, restaurants, bars, nightlife, and access to 6/J/Z/B/D trains.For showing, contact Jenny at 449-593-7152 or kagglemanager@renthop.com ","Mott Street",40.7194,-73.9964,2750,"151 Mott Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-05 06:24:27","AMAZING LOCATION & SPACE!! RENT SHOW IS NET EFFECTIVE WITH FREE MONTHNO BROKER FEE!!!Real bedrooms with closets!!This is a Gut Renovated 2 Bedroom w/ Washer & Dryer in UnitThis apartment features:Oversized windows, wide plank ebony hardwood floors, recessed lighting, crown and baseboard molding, exposed brick walls, a spacious bathroom with mosaic tilework, an open gourmet kitchen with Carrara marble counter-tops and brand new stainless steel appliances.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","East 4th Street",40.7254,-73.9873,4034,"133 East 4th Street","low",0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-27 03:26:03","This elegant renovated apartment is a great mix of modern amenities and classic style. The building is located in the heart of the West Village, 2-3 minutes stroll to the Hudson river, great shopping and restaurants. The building features include a fitness room, laundry, doorman, elevator.<br /><br />This apartment has hardwood floors, renovated kitchen with stainless steel appliances, dishwasher.<br /><br />Lots of Closet Space. High Ceiling.<br /><br />Call/text/email for a private showing.<br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Christopher Street",40.7334,-74.0047,3350,"95 Christopher Street","low",1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,3,"2016-04-04 02:25:10","Gorgeous renovated 3 bedroom / 1.5 Bath-hardwood floors-lots of light-dishwasher-large kitchen with lots of counter space-stainless steel appliances-laundry in basement Just a short walk to the Halsey L train, minutes to Williamsburg and ManhattanCall to see this beautiful space!!FOR VIEWING CALL OR TEXT 277-769-9108<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Schaefer St.",40.6923,-73.905,2700,"282 Schaefer St.","low",0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-10 01:30:27","Cheapest beautiful -- one bedroom -- apartment in Greenwich village! All new renovations Hardwood flooring High ceilings Plenty of windows for natural light This area has it all! Shops Transportation Bars Restaurants Parks Cafes You name it! Call, email or text Trisha today to schedule your showing. ","East 14th Street",40.7316,-73.9839,2850,"328 East 14th Street","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-16 02:27:07","Location: Upper East Side Large studio with high ceilings, hardwood floors, lots of storage, separate kitchen, counter space and a marble bathroom!<br /><br />Gas & Electric included. Landmark block. Across the street from John Jay park. Easy access to M31, East 79th street crosstown bus and 7 blocks to 6 train. Close to York Avenue grocery stores, shops, and nightlife!<br /><br />Contact Bethat anytime either by phone, text or email for more information or to schedule a viewing. 891-843-3521. kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","East 78th Street",40.7705,-73.9503,1775,"503 East 78th Street","low",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4,"2016-04-29 01:27:53","Huge 4 bedroom apartment. Walk through kitchen. Great space! Hard floors in amazing location.Steps to everything that makes the UES a gem to live in. ","East 81st Street",40.7758,-73.9566,4695,"171 East 81st Street","low",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,"2016-04-09 04:31:29","Available Immediately -- Beautiful STUDIO in Murray Hill* This location is one of the most sought after areas in Manhattan. **** Some of the features include High ceilings, hardwood floors, updated kitchen, modern appliances, lots of cabinets, marble bath, abundant amount of closet space, bright and spacious layout and more *** Building is located on an amazing quiet tree lined block located just steps from transportation, restaurants, boutique shops, grocery stores*** For immediate access call Bryan 449-593-7152 / kagglemanager@renthop.com<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 35 Street",40.7467,-73.9778,2500,"165 E 35 Street","low",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-06-08 03:03:51","==SUNLIT STUDIO==SPECTACULAR ROOFTOP==DOORMAN/ELEVATOR==CHICK FINISHES==Come experience this Luxurious Studio apartment that is FEATURING: Large Soundproof Windows with Breathtaking Views, High ceilings, Gourmet Kitchen, Natural-Stone Counter tops, including Stainless Steel Appliances, Dishwasher, Microwave, Large Closets, Bathroom with ""Massage Jets"" Shower Head. Every detail was carefully considered and incorporated into this first class renovation of this very special Battery Park City home.<br /><br />Located in a Legendary neighborhood in an Eco friendly Luxury High Rise in Battery Park FEATURES a wide range of FREE AMENITIES for you to enjoy; such as Fitness Center, Sundeck, Full Service Laundry, Lounge, Valet, Dry Cleaning, ""Pet Friendliness,"" Storage, and a 24-hour attentive concierge. UTILITIES INCLUDED IN THE RENT EXCEPT ELECTRIC.<br /><br />Conveniently located near 1(RED),4,5(GREEN),R(YELLOW) subway lines, East River Pier, Bowling Green Park, Shopping, Restaurants and other frequently searched for places.<br /><br />The apartment is shown by appointment only. Please call at 807-471-6457<p><a  website_redacted ","West St.",40.7056,-74.0162,2550,"1 West St.","medium",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-06-17 03:13:59","Post-War High-Rise Beautiful All INCLUSIVE Rental Building located in the Upper East Side neighborhood. Building features Gorgeous Attended Lobby, Laundry, and Playground. The building situated across CENTAL PARK, close to Cristo Rey New York High School, Harlem Academy, NYC Fresh Market. Museums such as Museum Of The City Of New York and El Museo Del Barrio are in the hood. For fitness lovers, New York Sports Clubs is few blocks away. Only two blocks from public transportation (2, 3, 6)!! Call Today for Preview!! Closed to train, bus, shops, and restaurants!! Some of the apartments feature Skyline Manhattan Gorgeous View!! Pets FRIENDLY!<br /><br />No fee Gorgeous Real Two Bedroom Apartment has Rich Hardwood Flooring and Large Windows providing Tremendous amount of light and gorgeous views of Upper East Side of Manhattan! The Unit features Spacious Open Kitchen with Stainless Steel Appliances including oven, fridge, microwave and dishwasher. All INCLUSIVE APARTMENT (including heat, hot water, gas, and electric.) Spacious bright living room with big closet space, Sunny Bedroom with huge closet space. Spotless Tile Bathroom with soaking tub. Washer and Dryer in the building.<br /><br />Contact Your Real Estate Expert Marina at 748-787-3374 or contact via email kagglemanager@renthop.com TO SEE THIS APARTMENT TODAY<br /><br />Don?t hesitate to contact me with any questions. I cover all New York Areas and will find the apartment you are looking for.<p><a  website_redacted ","5 Ave.",40.7967,-73.9485,3000,"1295 5 Ave.","low",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,"2016-04-13 03:05:54","<p><a  website_redacted ","E 87 Street",40.7801,-73.9544,1700,"165 E 87 Street","medium",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,"2016-04-10 02:28:42","CooperCooper.com :: Web ID #144065; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Dishwasher, Eat-In Kitchen, Central A/C, Wood Floors; BUILDING AMENITIES: Rental, Pre-War, Mid-Rise, Part-Time Doorman, Elevator, Laundry Room, Pets Allowed; AREA/NEIGHBORHOOD: Union Square, Access to the 4/5/6/N/Q/R/L, Access to M101, M102, M103, Trader Joe's, Whole Foods, Saint Mark's Historic District, Think Coffee, Nevada Smith's, Angelica Kitchen, Just Sweet Desserts; CONTACT US: For more information or to schedule a viewing, call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials","Waverly Place",40.7301,-73.9942,4300,"11 Waverly Place","high",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
